Date,D-mart Open,D-mart High, D-mart Low,D-mart Close,D-mart Adj Close,D-mart Volume,Reliance Open,Reliance High,Reliance Low,Reliance Close,Reliance Adj Close,Reliance Volume,,Drop down for visibility,,,,,,,,,,,,Date,D-mart Adj Close,Reliance Adj Close
16-06-2022,3736,3737.899902,3562,3682.600098,3682.600098,408563,2623,2659.050049,2554,2560,2552.315674,7896943,,,,,,,,,,,,,,16-06-2022,3682.600098,2552.315674
17-06-2022,3670,3673.850098,3413.699951,3460.550049,3460.550049,1104855,2560,2624.850098,2556.100098,2590,2582.225586,11286988,,,,,,,,,,,,,,17-06-2022,3460.550049,2582.225586
20-06-2022,3493.449951,3536.699951,3460.550049,3479.100098,3479.100098,222230,2605,2617.100098,2521.100098,2543.050049,2535.416504,5568825,,,,,,,,,,,,,,20-06-2022,3479.100098,2535.416504
21-06-2022,3520,3545,3450,3519.550049,3519.550049,340688,2560,2593.399902,2528.300049,2584.100098,2576.343506,5408801,,,,,,,,,,,,,,21-06-2022,3519.550049,2576.343506
22-06-2022,3524.449951,3524.449951,3466.050049,3486.350098,3486.350098,197297,2558.100098,2558.300049,2501,2505.600098,2498.079102,4899839,,,,,,,,,,,,,,22-06-2022,3486.350098,2498.079102
23-06-2022,3487.75,3502.649902,3401,3440.449951,3440.449951,355857,2515.050049,2525,2445,2464.949951,2457.551025,8974475,,,,,,,,,,,,,,23-06-2022,3440.449951,2457.551025
24-06-2022,3489.949951,3489.949951,3390.100098,3412,3412,454591,2480,2511,2468,2500.050049,2492.545654,6571866,,,,,,,,,,,,,,24-06-2022,3412,2492.545654
27-06-2022,3460,3460,3400,3408.600098,3408.600098,276838,2544.949951,2544.949951,2481.550049,2492.649902,2485.167725,7141493,,,,,,,,,,,,,,27-06-2022,3408.600098,2485.167725
28-06-2022,3407.550049,3497,3374,3479.949951,3479.949951,440886,2482.100098,2533.949951,2482.100098,2527.699951,2520.112549,6263867,,,,,,,,,,,,,,28-06-2022,3479.949951,2520.112549
29-06-2022,3450.449951,3527,3425,3445.25,3445.25,405633,2507.199951,2597,2501,2580.149902,2572.405029,8863172,,,,,,,,,,,,,,29-06-2022,3445.25,2572.405029
30-06-2022,3445.199951,3469,3370,3406.100098,3406.100098,384404,2580,2615.899902,2566,2595.649902,2587.858643,10666627,,,,,,,,,,,,,,30-06-2022,3406.100098,2587.858643
01-07-2022,3394.449951,3406.649902,3331.100098,3388.75,3388.75,311228,2574.899902,2592,2365,2408.699951,2401.469727,37841671,,,,,,,,,,,,,,01-07-2022,3388.75,2401.469727
04-07-2022,3530,3555,3460,3495.5,3495.5,766616,2378.949951,2442,2366.100098,2413.699951,2406.454834,19317335,,,,,,,,,,,,,,04-07-2022,3495.5,2406.454834
05-07-2022,3506,3657.649902,3506,3639.050049,3639.050049,859254,2423,2464.899902,2417.100098,2433.25,2425.946045,8144239,,,,,,,,,,,,,,05-07-2022,3639.050049,2425.946045
06-07-2022,3650,3830,3650,3792,3792,751853,2420.100098,2441.949951,2388,2411.850098,2404.610352,11050026,,,,,,,,,,,,,,06-07-2022,3792,2404.610352
07-07-2022,3870,3935.600098,3830,3850.949951,3850.949951,463192,2425.899902,2433.25,2375,2388.100098,2380.931641,10753423,,,,,,,,,,,,,,07-07-2022,3850.949951,2380.931641
08-07-2022,3868.399902,3974,3851.100098,3941.699951,3941.699951,568785,2418,2418,2382.550049,2391.399902,2384.22168,8773162,,,,,,,,,,,,,,08-07-2022,3941.699951,2384.22168
11-07-2022,4000,4087.850098,3892,3986.850098,3986.850098,2331905,2376.5,2428.800049,2370,2423.899902,2416.624023,6390604,,,,,,,,,,,,,,11-07-2022,3986.850098,2416.624023
12-07-2022,3986.5,3986.850098,3855,3878.399902,3878.399902,569128,2404,2439.699951,2404,2420.449951,2413.18457,4974502,,,,,,,,,,,,,,12-07-2022,3878.399902,2413.18457
13-07-2022,3900,3944,3870,3883.350098,3883.350098,423704,2427.300049,2434,2373,2377.550049,2370.41333,6564435,,,,,,,,,,,,,,13-07-2022,3883.350098,2370.41333
14-07-2022,3913.899902,3944,3884,3924.850098,3924.850098,372526,2388,2433.949951,2376.949951,2397.149902,2389.954346,7831798,,,,,,,,,,,,,,14-07-2022,3924.850098,2389.954346
15-07-2022,3925,3939.899902,3888,3926.800049,3926.800049,194371,2415,2415,2383.100098,2401.800049,2394.590576,4431880,,,,,,,,,,,,,,15-07-2022,3926.800049,2394.590576
18-07-2022,3951,3968,3920,3945.75,3945.75,287481,2421,2425,2392.300049,2422.25,2414.979248,6996757,,,,,,,,,,,,,,18-07-2022,3945.75,2414.979248
19-07-2022,3911,3942,3911,3931.300049,3931.300049,169004,2400.300049,2447,2400.300049,2437.100098,2429.784668,7587006,,,,,,,,,,,,,,19-07-2022,3931.300049,2429.784668
20-07-2022,3960,3965,3902,3915.449951,3915.449951,251615,2540,2542.5,2486.25,2503,2495.486816,11041036,,,,,,,,,,,,,,20-07-2022,3915.449951,2495.486816
21-07-2022,3930,4059,3920.050049,4035.350098,4035.350098,587934,2494,2500,2467.300049,2486.300049,2478.836914,7625468,,,,,,,,,,,,,,21-07-2022,4035.350098,2478.836914
22-07-2022,4070,4077.899902,3950,3963.399902,3963.399902,457904,2500,2516.300049,2495,2503.100098,2495.58667,5062651,,,,,,,,,,,,,,22-07-2022,3963.399902,2495.58667
25-07-2022,3973,4050,3935,4040.050049,4040.050049,444451,2467.449951,2467.449951,2403,2420.399902,2413.134521,10665470,,,,,,,,,,,,,,25-07-2022,4040.050049,2413.134521
26-07-2022,4038,4038,3909,3932.399902,3932.399902,430993,2421.100098,2443.899902,2411.350098,2421.5,2414.231445,5216466,,,,,,,,,,,,,,26-07-2022,3932.399902,2414.231445
27-07-2022,3940,4010,3920,4000.949951,4000.949951,245970,2419.949951,2427,2402,2419.199951,2411.938232,3994321,,,,,,,,,,,,,,27-07-2022,4000.949951,2411.938232
28-07-2022,4020,4164,4001,4147.799805,4147.799805,725281,2436,2467.949951,2421,2457.100098,2449.724609,5766936,,,,,,,,,,,,,,28-07-2022,4147.799805,2449.724609
29-07-2022,4215,4250,4183.450195,4243.850098,4243.850098,514745,2474.699951,2517.100098,2464,2509.449951,2501.91748,6982808,,,,,,,,,,,,,,29-07-2022,4243.850098,2501.91748
01-08-2022,4251.950195,4317,4246.5,4307.649902,4307.649902,399725,2519.149902,2587.75,2507.600098,2574.850098,2567.121094,7245568,,,,,,,,,,,,,,01-08-2022,4307.649902,2567.121094
02-08-2022,4306,4306,4235.049805,4259.100098,4259.100098,311279,2572.5,2607.800049,2561.550049,2584.649902,2576.891602,6423115,,,,,,,,,,,,,,02-08-2022,4259.100098,2576.891602
03-08-2022,4251,4298,4180.100098,4253.149902,4253.149902,289000,2600,2610,2567.449951,2606.350098,2598.526611,6576824,,,,,,,,,,,,,,03-08-2022,4253.149902,2598.526611
04-08-2022,4268,4314.899902,4175,4239.100098,4239.100098,593274,2610,2617.75,2535,2571.899902,2564.179932,6676577,,,,,,,,,,,,,,04-08-2022,4239.100098,2564.179932
05-08-2022,4238,4295,4187.149902,4232.25,4232.25,528876,2576,2578.800049,2526.949951,2534,2526.393799,6434433,,,,,,,,,,,,,,05-08-2022,4232.25,2526.393799
08-08-2022,4237.399902,4267.399902,4233,4250.049805,4250.049805,200014,2531,2583.550049,2531,2567.149902,2559.444092,4691228,,,,,,,,,,,,,,08-08-2022,4250.049805,2559.444092
10-08-2022,4250.049805,4278.950195,4219.850098,4250.700195,4250.700195,238239,2576.899902,2589.899902,2557.050049,2582.5,2574.748047,4949442,,,,,,,,,,,,,,10-08-2022,4250.700195,2574.748047
11-08-2022,4280,4295,4260,4274.850098,4274.850098,246094,2603.100098,2609.899902,2580.199951,2591.100098,2583.32251,3783480,,,,,,,,,,,,,,11-08-2022,4274.850098,2583.32251
12-08-2022,4274.850098,4387,4255,4336.700195,4336.700195,448303,2590.300049,2641.350098,2582.199951,2633,2625.096436,5838244,,,,,,,,,,,,,,12-08-2022,4336.700195,2625.096436
16-08-2022,4355,4412,4350.549805,4402.100098,4402.100098,290414,2646.199951,2657.300049,2627.300049,2651.300049,2643.341553,3049304,,,,,,,,,,,,,,16-08-2022,4402.100098,2643.341553
17-08-2022,4422,4438,4370,4398.649902,4398.649902,316826,2665,2676.899902,2655.550049,2665.149902,2657.149902,3044037,,,,,,,,,,,,,,17-08-2022,4398.649902,2657.149902
18-08-2022,4425,4493.100098,4401.049805,4460.950195,4460.950195,468551,2660,2669,2640.199951,2661.300049,2661.300049,3419730,,,,,,,,,,,,,,18-08-2022,4460.950195,2661.300049
19-08-2022,4487,4523.5,4352.75,4382,4382,437762,2650,2661.699951,2604.949951,2613.850098,2613.850098,4366123,,,,,,,,,,,,,,19-08-2022,4382,2613.850098
22-08-2022,4371,4371,4231,4250.75,4250.75,330916,2617,2631.300049,2586,2606.600098,2606.600098,4371179,,,,,,,,,,,,,,22-08-2022,4250.75,2606.600098
23-08-2022,4195,4301,4170.549805,4256.950195,4256.950195,285843,2594,2653.199951,2591.350098,2646.800049,2646.800049,4466619,,,,,,,,,,,,,,23-08-2022,4256.950195,2646.800049
24-08-2022,4269,4356,4266,4304.25,4304.25,270843,2640.100098,2670,2635.350098,2639.75,2639.75,4785579,,,,,,,,,,,,,,24-08-2022,4304.25,2639.75
25-08-2022,4339.899902,4394,4312.049805,4341.25,4341.25,246543,2648.949951,2662.899902,2622.600098,2632.050049,2632.050049,3632902,,,,,,,,,,,,,,25-08-2022,4341.25,2632.050049
26-08-2022,4384,4414.5,4370.049805,4409.649902,4409.649902,202948,2633,2650,2607,2618,2618,4957449,,,,,,,,,,,,,,26-08-2022,4409.649902,2618
29-08-2022,4270,4450,4270,4431.549805,4431.549805,352554,2585,2655,2578.050049,2597.649902,2597.649902,9155684,,,,,,,,,,,,,,29-08-2022,4431.549805,2597.649902
30-08-2022,4475,4550,4460.299805,4531.350098,4531.350098,426171,2614,2645.25,2576.600098,2637.949951,2637.949951,10678670,,,,,,,,,,,,,,30-08-2022,4531.350098,2637.949951
01-09-2022,4494,4599.399902,4462,4565.850098,4565.850098,431835,2582.649902,2604.949951,2550.699951,2560.399902,2560.399902,9188434,,,,,,,,,,,,,,01-09-2022,4565.850098,2560.399902
02-09-2022,4572.899902,4609,4511,4576.799805,4576.799805,268702,2560.399902,2575.350098,2525.699951,2530.5,2530.5,5999196,,,,,,,,,,,,,,02-09-2022,4576.799805,2530.5
05-09-2022,4584.799805,4606.149902,4550,4577.450195,4577.450195,216543,2531,2581.5,2531,2569.800049,2569.800049,5227785,,,,,,,,,,,,,,05-09-2022,4577.450195,2569.800049
06-09-2022,4599,4603.950195,4531,4557.100098,4557.100098,258981,2573,2606,2572,2596.850098,2596.850098,5030172,,,,,,,,,,,,,,06-09-2022,4557.100098,2596.850098
07-09-2022,4532,4548,4402.299805,4426.299805,4426.299805,322460,2575,2594.899902,2570,2581.75,2581.75,3455942,,,,,,,,,,,,,,07-09-2022,4426.299805,2581.75
08-09-2022,4499,4499,4390,4406.049805,4406.049805,214781,2588.25,2598,2571,2585.399902,2585.399902,3256840,,,,,,,,,,,,,,08-09-2022,4406.049805,2585.399902
09-09-2022,4448.549805,4448.549805,4370,4386.100098,4386.100098,210596,2610,2610,2564,2569.300049,2569.300049,3837302,,,,,,,,,,,,,,09-09-2022,4386.100098,2569.300049
12-09-2022,4440,4475,4400,4443.950195,4443.950195,252381,2570.550049,2612,2570.550049,2598.050049,2598.050049,3431445,,,,,,,,,,,,,,12-09-2022,4443.950195,2598.050049
13-09-2022,4470,4510,4447.799805,4493.25,4493.25,293076,2618,2629.699951,2601,2619.75,2619.75,4102114,,,,,,,,,,,,,,13-09-2022,4493.25,2619.75
14-09-2022,4450,4518,4426.149902,4478.25,4478.25,268511,2575,2610,2572.75,2588.350098,2588.350098,4004997,,,,,,,,,,,,,,14-09-2022,4478.25,2588.350098
15-09-2022,4499,4539,4475,4525.850098,4525.850098,221683,2583,2603.550049,2556.75,2562.699951,2562.699951,4783723,,,,,,,,,,,,,,15-09-2022,4525.850098,2562.699951
16-09-2022,4528.899902,4550,4285.399902,4327.549805,4327.549805,584163,2543.75,2553,2491,2499.199951,2499.199951,9330469,,,,,,,,,,,,,,16-09-2022,4327.549805,2499.199951
19-09-2022,4340,4417.200195,4271.25,4348,4348,235756,2499.199951,2522.699951,2481.350098,2502.449951,2502.449951,3498286,,,,,,,,,,,,,,19-09-2022,4348,2502.449951
20-09-2022,4401.100098,4412,4330,4349.299805,4349.299805,203661,2522.449951,2537.699951,2494.699951,2502.850098,2502.850098,3881882,,,,,,,,,,,,,,20-09-2022,4349.299805,2502.850098
21-09-2022,4349,4394.950195,4292.049805,4308.700195,4308.700195,223827,2496.75,2533,2495,2509.75,2509.75,4249172,,,,,,,,,,,,,,21-09-2022,4308.700195,2509.75
22-09-2022,4288.75,4440.600098,4257,4431.700195,4431.700195,465230,2486,2503,2472.100098,2486.100098,2486.100098,4757219,,,,,,,,,,,,,,22-09-2022,4431.700195,2486.100098
23-09-2022,4450,4469.899902,4351,4367,4367,241647,2485,2495.949951,2436.100098,2439.5,2439.5,4397194,,,,,,,,,,,,,,23-09-2022,4367,2439.5
26-09-2022,4323,4448,4261,4375.299805,4375.299805,403076,2394.050049,2417.800049,2375.149902,2377.350098,2377.350098,5759298,,,,,,,,,,,,,,26-09-2022,4375.299805,2377.350098
27-09-2022,4375.299805,4417.5,4270,4283.200195,4283.200195,237462,2394,2426,2360.100098,2396.25,2396.25,7455448,,,,,,,,,,,,,,27-09-2022,4283.200195,2396.25
28-09-2022,4249,4367.950195,4240,4318.149902,4318.149902,352261,2360.350098,2378,2327.100098,2332.449951,2332.449951,7844140,,,,,,,,,,,,,,28-09-2022,4318.149902,2332.449951
29-09-2022,4365,4416.950195,4220.100098,4240.549805,4240.549805,518364,2360,2367.5,2313,2325.300049,2325.300049,6771046,,,,,,,,,,,,,,29-09-2022,4240.549805,2325.300049
30-09-2022,4270,4400,4251.200195,4386.549805,4386.549805,352698,2311,2402,2311,2377.75,2377.75,8589908,,,,,,,,,,,,,,30-09-2022,4386.549805,2377.75
03-10-2022,4399,4465.850098,4389.799805,4443.75,4443.75,296102,2391.5,2416.949951,2363,2369.5,2369.5,5470030,,,,,,,,,,,,,,03-10-2022,4443.75,2369.5
04-10-2022,4600,4600,4460.549805,4479.549805,4479.549805,605857,2397.800049,2418,2390.149902,2413.199951,2413.199951,4129893,,,,,,,,,,,,,,04-10-2022,4479.549805,2413.199951
06-10-2022,4540,4540,4400,4413.850098,4413.850098,326251,2429,2450,2418.149902,2422.100098,2422.100098,6162021,,,,,,,,,,,,,,06-10-2022,4413.850098,2422.100098
07-10-2022,4435.950195,4482,4411.25,4471.450195,4471.450195,213203,2414.649902,2443.899902,2414.649902,2432.350098,2432.350098,3560167,,,,,,,,,,,,,,07-10-2022,4471.450195,2432.350098
10-10-2022,4440.100098,4495,4406.049805,4471.75,4471.75,183914,2405,2417.600098,2388,2405.800049,2405.800049,2921076,,,,,,,,,,,,,,10-10-2022,4471.75,2405.800049
11-10-2022,4485,4486,4358.5,4381.100098,4381.100098,268072,2414,2414,2351.100098,2357.899902,2357.899902,4252803,,,,,,,,,,,,,,11-10-2022,4381.100098,2357.899902
12-10-2022,4398.75,4429,4330,4352.899902,4352.899902,207335,2352,2381.699951,2343.100098,2375.25,2375.25,3422992,,,,,,,,,,,,,,12-10-2022,4352.899902,2375.25
13-10-2022,4366,4366,4300.100098,4309.950195,4309.950195,171144,2371.399902,2394,2360.100098,2382.800049,2382.800049,3382098,,,,,,,,,,,,,,13-10-2022,4309.950195,2382.800049
14-10-2022,4398.5,4399,4291.149902,4306.149902,4306.149902,188039,2415,2416.350098,2369.100098,2370.699951,2370.699951,4202459,,,,,,,,,,,,,,14-10-2022,4306.149902,2370.699951
17-10-2022,4283.950195,4307.950195,4140.049805,4153.450195,4153.450195,950223,2355,2414,2343.600098,2408.75,2408.75,7720595,,,,,,,,,,,,,,17-10-2022,4153.450195,2408.75
18-10-2022,4188,4189,4110,4139.350098,4139.350098,346218,2422,2463,2420.149902,2451.25,2451.25,5729899,,,,,,,,,,,,,,18-10-2022,4139.350098,2451.25
19-10-2022,4168,4194.100098,4139.350098,4167.850098,4167.850098,266990,2454.5,2527.850098,2441.699951,2493.899902,2493.899902,8882553,,,,,,,,,,,,,,19-10-2022,4167.850098,2493.899902
20-10-2022,4155,4233,4140.450195,4226.25,4226.25,292757,2485,2519,2485,2500.600098,2500.600098,4022919,,,,,,,,,,,,,,20-10-2022,4226.25,2500.600098
21-10-2022,4244,4249.75,4190.5,4215.549805,4215.549805,184554,2507.699951,2516.800049,2467,2471.600098,2471.600098,3804352,,,,,,,,,,,,,,21-10-2022,4215.549805,2471.600098
24-10-2022,4271.899902,4273,4210,4229.950195,4229.950195,71402,2460,2502.5,2455.300049,2479.850098,2479.850098,1555270,,,,,,,,,,,,,,24-10-2022,4229.950195,2479.850098
25-10-2022,4221,4249.5,4165,4235.600098,4235.600098,160107,2499,2499,2438,2441.550049,2441.550049,5645639,,,,,,,,,,,,,,25-10-2022,4235.600098,2441.550049
27-10-2022,4248,4300,4217.299805,4271.399902,4271.399902,301435,2458,2468.449951,2432.800049,2451.149902,2451.149902,5774775,,,,,,,,,,,,,,27-10-2022,4271.399902,2451.149902
28-10-2022,4281.399902,4320,4251.549805,4307.350098,4307.350098,120314,2465,2535,2459.449951,2526.149902,2526.149902,8126824,,,,,,,,,,,,,,28-10-2022,4307.350098,2526.149902
31-10-2022,4316.5,4348,4290,4320.899902,4320.899902,186409,2541,2560.949951,2532.199951,2549.600098,2549.600098,5731802,,,,,,,,,,,,,,31-10-2022,4320.899902,2549.600098
01-11-2022,4329,4347.100098,4232.549805,4247.5,4247.5,249229,2600,2600,2508,2529.850098,2529.850098,6443999,,,,,,,,,,,,,,01-11-2022,4247.5,2529.850098
02-11-2022,4264.799805,4268,4177,4193.649902,4193.649902,254614,2532.300049,2550.199951,2515,2545.649902,2545.649902,4145144,,,,,,,,,,,,,,02-11-2022,4193.649902,2545.649902
03-11-2022,4180,4230,4165,4194.200195,4194.200195,153178,2529.850098,2559.550049,2525.050049,2555.149902,2555.149902,3089026,,,,,,,,,,,,,,03-11-2022,4194.200195,2555.149902
04-11-2022,4200,4207.950195,4150,4167.350098,4167.350098,532072,2553.899902,2600,2551.100098,2592.75,2592.75,5803737,,,,,,,,,,,,,,04-11-2022,4167.350098,2592.75
07-11-2022,4188.799805,4214.100098,4140.5,4173.5,4173.5,395435,2591,2610.300049,2574,2606.600098,2606.600098,5440967,,,,,,,,,,,,,,07-11-2022,4173.5,2606.600098
09-11-2022,4199,4199,4118,4158.700195,4158.700195,361585,2610.300049,2621.949951,2590.050049,2604,2604,5193814,,,,,,,,,,,,,,09-11-2022,4158.700195,2604
10-11-2022,4158.700195,4175,4104.399902,4138.850098,4138.850098,254477,2590,2596.550049,2563,2572.5,2572.5,2753420,,,,,,,,,,,,,,10-11-2022,4138.850098,2572.5
11-11-2022,4159.549805,4169,4117.049805,4128.350098,4128.350098,214392,2600,2636,2588,2631.800049,2631.800049,5681124,,,,,,,,,,,,,,11-11-2022,4128.350098,2631.800049
14-11-2022,4144.799805,4144.799805,4081.800049,4098.350098,4098.350098,300509,2630.75,2642,2605.149902,2619.050049,2619.050049,4173395,,,,,,,,,,,,,,14-11-2022,4098.350098,2619.050049
15-11-2022,4082,4109.799805,4046,4053.800049,4053.800049,496893,2622.300049,2626.399902,2590,2607.300049,2607.300049,3270388,,,,,,,,,,,,,,15-11-2022,4053.800049,2607.300049
16-11-2022,4053.800049,4059.949951,4003.149902,4011.699951,4011.699951,290474,2610,2615.949951,2581.350098,2592.350098,2592.350098,4484007,,,,,,,,,,,,,,16-11-2022,4011.699951,2592.350098
17-11-2022,4000,4009.949951,3940,3949.199951,3949.199951,365371,2584.949951,2613,2580,2599.050049,2599.050049,3074259,,,,,,,,,,,,,,17-11-2022,3949.199951,2599.050049
18-11-2022,3968.899902,4020,3890.050049,3910.600098,3910.600098,402297,2606.75,2609,2571.100098,2597.649902,2597.649902,2447425,,,,,,,,,,,,,,18-11-2022,3910.600098,2597.649902
21-11-2022,3923,3936,3871.050049,3882.300049,3882.300049,204061,2588,2588,2543.100098,2550.899902,2550.899902,2949108,,,,,,,,,,,,,,21-11-2022,3882.300049,2550.899902
22-11-2022,3884.949951,4026,3883,3955.199951,3955.199951,504844,2545,2568.5,2536.5,2565.050049,2565.050049,3051201,,,,,,,,,,,,,,22-11-2022,3955.199951,2565.050049
23-11-2022,3975,3998.600098,3934.25,3954.75,3954.75,182631,2575,2577.899902,2552.25,2557.050049,2557.050049,2959787,,,,,,,,,,,,,,23-11-2022,3954.75,2557.050049
24-11-2022,3974.350098,3994.75,3951.100098,3968.050049,3968.050049,155797,2566,2594,2548.199951,2579.100098,2579.100098,4333225,,,,,,,,,,,,,,24-11-2022,3968.050049,2579.100098
25-11-2022,3969,3977.050049,3901,3904.449951,3904.449951,291850,2589,2624.899902,2582.100098,2617.600098,2617.600098,3391988,,,,,,,,,,,,,,25-11-2022,3904.449951,2617.600098
28-11-2022,3913.399902,3934,3890,3907.699951,3907.699951,228975,2608.899902,2721.050049,2502,2707.550049,2707.550049,14549929,,,,,,,,,,,,,,28-11-2022,3907.699951,2707.550049
29-11-2022,3907,3977.550049,3898,3965.100098,3965.100098,344369,2703.949951,2731.649902,2694,2712.199951,2712.199951,5103687,,,,,,,,,,,,,,29-11-2022,3965.100098,2712.199951
30-11-2022,3975,4040,3955,4025.5,4025.5,604666,2712.5,2745.449951,2698.199951,2731.350098,2731.350098,12075137,,,,,,,,,,,,,,30-11-2022,4025.5,2731.350098
01-12-2022,4041,4064,4032.100098,4044.149902,4044.149902,255279,2741.800049,2755,2716,2723.300049,2723.300049,4377696,,,,,,,,,,,,,,01-12-2022,4044.149902,2723.300049
02-12-2022,4049,4055,3992.550049,4005.75,4005.75,222148,2730,2748,2700.600098,2722.149902,2722.149902,5348595,,,,,,,,,,,,,,02-12-2022,4005.75,2722.149902
05-12-2022,4010,4049.949951,3975,4028.149902,4028.149902,217716,2712,2716.75,2678,2682.449951,2682.449951,6843367,,,,,,,,,,,,,,05-12-2022,4028.149902,2682.449951
06-12-2022,4018,4094,3995,4063.399902,4063.399902,224614,2665.100098,2697,2661,2690.199951,2690.199951,3966243,,,,,,,,,,,,,,06-12-2022,4063.399902,2690.199951
07-12-2022,4080,4100,4045.149902,4083.149902,4083.149902,257217,2685,2695,2642.149902,2650.5,2650.5,3905263,,,,,,,,,,,,,,07-12-2022,4083.149902,2650.5
08-12-2022,4090,4090,4015.399902,4037.199951,4037.199951,177556,2660,2665,2640.100098,2649.25,2649.25,3579858,,,,,,,,,,,,,,08-12-2022,4037.199951,2649.25
09-12-2022,4054.899902,4057.75,3983.399902,4002.399902,4002.399902,265654,2646,2660,2601.850098,2609.100098,2609.100098,5840633,,,,,,,,,,,,,,09-12-2022,4002.399902,2609.100098
12-12-2022,3980,4074,3948,4057.350098,4057.350098,242444,2585.5,2623,2585,2613.100098,2613.100098,4374946,,,,,,,,,,,,,,12-12-2022,4057.350098,2613.100098
13-12-2022,4060,4120,4060,4108.950195,4108.950195,275766,2613.100098,2633,2606.699951,2625,2625,3845839,,,,,,,,,,,,,,13-12-2022,4108.950195,2625
14-12-2022,4089.100098,4209.850098,4089.100098,4201.100098,4201.100098,545140,2637.649902,2638.949951,2611,2615.5,2615.5,3354618,,,,,,,,,,,,,,14-12-2022,4201.100098,2615.5
15-12-2022,4209,4228.950195,4151,4182,4182,312108,2602.5,2615,2571,2578.350098,2578.350098,4009765,,,,,,,,,,,,,,15-12-2022,4182,2578.350098
16-12-2022,4140.649902,4150.5,3956,3990,3990,380722,2571,2618.800049,2558.149902,2565.600098,2565.600098,7308934,,,,,,,,,,,,,,16-12-2022,3990,2565.600098
19-12-2022,4020,4099.899902,4000,4090.199951,4090.199951,300724,2581,2604,2566.699951,2599.300049,2599.300049,3567363,,,,,,,,,,,,,,19-12-2022,4090.199951,2599.300049
20-12-2022,4088,4138.600098,4052.149902,4089.550049,4089.550049,217665,2583.899902,2626,2566,2621.800049,2621.800049,3444773,,,,,,,,,,,,,,20-12-2022,4089.550049,2621.800049
